2019-07-23 16:40:13,844 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2019-07-23 16:40:13,991 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2019-07-23 16:40:13,995 INFO  Logger.cs: 73 - Commit version 1.5.0-0-g9aa0fdb
2019-07-23 16:40:13,996 INFO  Logger.cs: 74 - Build version 1.5.7004.21443
2019-07-23 16:40:14,139 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2019-07-23 16:40:14,141 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2019-07-23 16:40:14,645 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2019-07-23 17:28:25,418 INFO  SwAddin.cs: 271 - Assembly export called for file mobileBot_v1.1.SLDASM
2019-07-23 17:28:30,730 INFO  SwAddin.cs: 290 - Saving assembly
2019-07-23 17:28:35,740 INFO  SwAddin.cs: 293 - Opening property manager
2019-07-23 17:28:35,763 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from mobileBot_v1.1.SLDASM
2019-07-23 17:28:35,808 INFO  ExportHelperExtension.cs: 1145 - Found 66 in mobileBot_v1.1.SLDASM
2019-07-23 17:28:35,809 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in mobileBot_v1.1.SLDASM
2019-07-23 17:28:35,810 INFO  ExportHelperExtension.cs: 1158 - Proceeding through assembly components
2019-07-23 17:28:35,811 INFO  ExportHelperExtension.cs: 1170 - 19 components to check
2019-07-23 17:28:35,812 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from body-1
2019-07-23 17:28:35,813 INFO  ExportHelperExtension.cs: 1145 - Found 19 in body-1
2019-07-23 17:28:35,813 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in body-1
2019-07-23 17:28:35,814 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from wheel-1
2019-07-23 17:28:35,814 INFO  ExportHelperExtension.cs: 1145 - Found 19 in wheel-1
2019-07-23 17:28:35,815 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in wheel-1
2019-07-23 17:28:35,815 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from ballCaster-1
2019-07-23 17:28:35,816 INFO  ExportHelperExtension.cs: 1145 - Found 18 in ballCaster-1
2019-07-23 17:28:35,816 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in ballCaster-1
2019-07-23 17:28:35,816 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from battery_ABF11V2200mAh-1
2019-07-23 17:28:35,817 INFO  ExportHelperExtension.cs: 1145 - Found 17 in battery_ABF11V2200mAh-1
2019-07-23 17:28:35,817 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in battery_ABF11V2200mAh-1
2019-07-23 17:28:35,818 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from Arduino MEGA 2560 R3_stp-1
2019-07-23 17:28:35,819 INFO  ExportHelperExtension.cs: 1145 - Found 87 in Arduino MEGA 2560 R3_stp-1
2019-07-23 17:28:35,820 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in Arduino MEGA 2560 R3_stp-1
2019-07-23 17:28:35,820 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from wheel-2
